text,target
Snake polum ithra visham undavila..than onnu vicharicha kerala onnu ndakilaa bcz kerala vivram ullavar anu allathe vivaram ilathavrala..,Negative
Sorry ithil hindukkalkku yathoru bandhavumilla.e kaalaghattathilum vivaramillatha manushyarundu.,Neutral
Sorry Muslims 🙏🏻🙏🏻🙏🏻🙏🏻😟😞😞,Neutral
Spottil ellarum onnich prathikarikanamayirinnu,Neutral
"Sree ,muslim ennalla. Nammal ellavarum onnanu. Nalla Keralathil ullavar anu. Evanonnum neram veluthittilla",Neutral
stage il erikunna bjp kaar vare chirikunnu eyalude thallu ket 😂,Neutral
Sudapikalum ottum mosam alla ee karyathil,Neutral
Sudhakaran sir Kashmir files kananmennu abharthikunnu,Neutral
sukippikal kala nothing janmam,Neutral
Sungi wakkeelum cresungi hijdayum onnichu,Neutral
Support cheythathu yusufkk alle ?,Neutral
support P C george. kalam sathyam theliyikkunnu.,positive
Swantham veettil sthanamundado thanikk padikk purathalle pinneyano than vargeeyatha pulamban varunnath...thanikk cherunna pani ithalla....thanokke annam thanneyalledo kazhikkar..,Negative
Swanthm marumakalude madam maattiyavan aanu ee parayunnad😂😂,Neutral
Swobhavikam….,Negative
Tamiz naattil aayerunnengilvullil aayeeny,Neutral
Tammel adeppechu chora kudikkunna channaya,Negative
Tandayillatanayindamon,Negative
Tanthayillathavananenn ee Naya pande theliyichathan,Negative
Tatum tholitta channaya nammude vidaya sabbannaraya. Hidu sahodaragal manasilakum..iyale samanila thetti,Negative
Tayoliye jailil pidichu Edan tantedam elle mukya,Negative
Teeeettavum. Pannikkaattavum orumichaaal engane eallaaam parayum 🤣🤣🤣🤣🤣🤣,Negative
teettam,Negative
Temmdyi,Negative
thaan p.c George alla Ooomban George aaanne,Negative
Thaan poodho Njagalk kachodam undegil adh njalude barakatha Thaan yandhin kuttigale pole adhin sagadapedunne😂😂😂,Neutral
thaanga polullavaraane nammude naadinte swath...dhaivam anugrahukatte,positive
Thaayyoli grg,Negative
Thadich kozhutha valiyoru pannikkutti kc🐴🐴🐴,Negative
Thakkali pettiyil nalladhum cheenjadum undavum,Neutral
"Thalakku veli villathavan,",Negative
Thalaku velivillatha pc ye kuthiravattathu kondakunathanu nallathu...vargeeya visham cheeti thudangiyirikunu,Negative
Thalayil cheli ennu paranjaal cheliye apamAAanikkunna poale aavum,Negative
Thallikollenda samayam kainju,Negative
Thammil thallikan nokunna pc,Negative
Thammil thallikkunna ee naayinte mone aadiyam adichu oadikkanam,Negative
"Than Christian anenn thante appanum ammayum alle paranje... Athinu thanik nnelum orapp ondo...,.",Neutral
Than oru pc thanne parama chetta ... Arinj kittya initial thanneyanedo .. ath mathi ninak vargeyavaadii,Negative
Thandhak pirakatha nayinda mone thalli kollanam puliyaadi mone,Negative
Thani achaayan....thammiladippich chora kudikkan nikkunna chennaya.,Negative
Thani naari,Negative
Thani sangi,Negative
Thank u eatta,positive
thanku pc thangalude vivarakked karanam ee cmnt boxile cmntukal vaayich abhimanikan enikk kazhinjhu hinduvo muslimo christiano alla manushyaranu,positive
Thanne polulla raashtriyakaarude kaazhchapppad anghne😎,Neutral
Thante thanthante cash allallo panni pc george,Negative
Thantha aaranenn ariyatha oruvante rodhanam,Negative
Thantha illatha rashtreeya hijdayaan p c,Negative
Thantha illayma oru thettalla. But chila polayadi mon maar ath ithpole oru alankarakayi kondunadakkum,Negative
Thantha illayma oru thettalla. But chila polayadi mon maar ath ithpole oru alankarakayi kondunadakkum,Negative
Thanthak pirakaathavan,Negative
Thanthayillaatha avan enthuvenelum paranjotte athukaruthi Kerala janathaye tyammiladippikkaanaavilla,Negative
Thayoli,Negative
Thayoolimagan.pooda.pig.pig....,Negative
Theetam,Negative
Theetam chariyal theetam manakum chandhana chariyal chandhanam manakum polayadi chetta,Negative
Theetam thinni,Negative
Theetam thuppalle.....,Negative
Theetan,Negative
Theettam George,Negative
Theettam thinnunna manushyan,Negative
Theettam😂🖕,Negative
Theettamenthakilumparaghalarukelkana,Negative
Thenddikk ippo vere pani illallo,Negative
Thendi,Negative
Thendi anu ivan,Negative
Thendiye odichittu adikkanam,Negative
Thengakola,Negative
Theruviloode alanju thiriyunna oru....aanu P.C .George enna froadu.,Negative
Thettippoyi Comment Box il avaraan Kooduthal,Neutral
Thirich ariyuga itharam kalla naaanayangale,Neutral
Thiruvanathapurathey lulu kodane yuosufali sahib kanji kudikkunnath.....nee Prashamundakkalley. ...please,Neutral
Thoalka nulla oru MLA seeat urappaki BJP yil ninn..JORJENNA Pambinu??,Negative
Tholla kakoosaa paranarinda,Negative
Thooriyath thinnoode,Negative
Thote.thuryapole.polyde.mone.perthe.ay e,Negative
Thottadil Ulla kalusham,Negative
Thottathinte veshamamaaan...ith kett ki adichavr..🤮,Negative
Thottitt pranthayathann,Negative
Thottu mukalil kanda comments valare vedhanjanakamayirunnu. Ee oru comment kandappo samathanam ayi😇,positive
Thudangiyitund naaya nakki nakki naav thenaalum nirthooola ivanokke ration Ari aellinte edayil keriyathinte kutthala maarikolum😔😔,Negative
Tirur lulu hyper verund moyanthe,Negative
Tirur lulumall undakunnath pinne evante appanano ? Oru vivarum ellatha oru kazhutha . Avane yettikond nadakkanum vere kurach kazhuthakalum 😝,Negative
Tirur mall varunath paavaam aranillato,Neutral
Tirur oppen avunund mai kunappa,Negative
Tirur pine ugandeyil aano,Neutral
Tirur varunudalo Lulu maal..work start cheyithalo,Neutral
tiruril pinne nthaaanavo vernath mallillenkilum hypermarket varunnund,Neutral
"Trends , kitex angene Kure.. idhonnum pc nte kannil kanditila...edh ulambarananavo ketiyidknadh",Negative
sudappikal thulayate,Negative
True. BJP vare paraytha karyangal,Neutral
Uae ante ..... aano paisa kodukkunnath,Neutral
UAE enna sthalam oru hindu sthalamano ..avide ellarum equal elle? Avide LULU MALL illa elle  Sheri enna!!! Budhi koodipoyathinte chela side effects aan idhokke aarum kaaryam aakanda!! Janangale thammil thettikaan oororuthar erangikolum Parayunnath keetille 😷😷😷naanam illand,Neutral
uae yil okke lulu mall undakkanath kuttettante kachodam kalanjanennorkkumbo oru sangadam..😭...Thank you PC poor.mon,Negative
Udane eeee myyrrrr..... N bjp 😐😐😐,Negative
Ula.manushanano.jorjine.pidiche.akathakkanam,Neutral
Ullath paranjappo chilark kondu,Neutral
Ullathuparanjal. Thullaluvarumo Laalsalam. Mr. George,Positive
Ullup ndoo jorege paryan kalaa sangi anoo 🤬🤬🤮🤮changam thanee eee poyi bjpyil poyi cherdoo,Negative
Umma😘😘,Positive
Undakkunnath avan yavide anngilum undakkikkotte ath nigalkk yatha kodigal asooya ano Athin ithukkalood agoott varan nirbathichitt allallo nigal poovenda nna nirbathikkunnilla,Neutral
Undallo pinarayi Bijyan saar,Neutral
Uoola,Negative
usaf ali enna manushya snehiyude peruparayaan polum endh quality Mr pc nigalk,Neutral
Usaf bhai ith sopnathil polum chindhichundavila.. Iyaalokke enthoru mansyana aan,Neutral
Usafali oru kodi koduthanu oru hindu sahodarane kolakkayaril ninnum rekshicchathu ippol nimishapriya athu musliminte kashalle p c yum kusiyum okke undayirunnallo,Neutral
Usafliyude mall full keralthila alle yandalle evank adikaram kittathdinte yando ane 😅😅😅😅,Neutral
Usuf ali joli muslimeengalk maathramaano kodukkunnath??? Ee naaride thala adich pottikkaan aarum illa.... Athaan kuzhappam....,Negative
Usufali ini ividunn hindukkalude cashukond poytt. Venam Swiss bank nirakkaaan ..hahaa...edo Mandanaaaya pc usufali yude level ninte ooochaali rashtriyakarude vella Katharinte nirathilallaa....vivaraked kett irunnu Kai adich prolsaaahippikkunnavaril aaarum gulfil poyittille ...kashtam,Neutral
Usufaliyudea athika malukalum arab rashtrangalinu pottan jorgeaa,Negative
Uvva eppo poi angu olathum Edo eth njno thano vecharichal maarilla,Negative
Uyeee pedichu PC njangalu pedichu ......,Neutral
Vaa thurannal theettam mathram vilambunna parama poorimon !!!!!,Negative
Vaazha vecha porarunno amme.....,Neutral
Valla panikkum poy koode nari,Negative
Valla vazhayum vachudaarnno...,Neutral
"vallatha moindu, ingane vargeeyam vilambi eee nadu kuttichoru aaki ivanu ivide thanne alle thamasikendadu, inganathe aalugale maximum avaganikuka, athanu namuku nalladu",Neutral
Vallatha visham...,Neutral
Vallathoru Onthu Myrann,Negative
Valuthu entho varaanuntu iyalkku,Neutral
Vargeeeyatha mooth bhraanth aaaayathaaanu,Neutral
Vargeeya komali....,Negative
Vargeeya vaathi.. visham,Negative
Vargeeya vadhy,Negative
Vargeeya vadi Oonth pc,Negative
Vargeeya visha janthu,Negative
Vargeeya visham cheetunna Patti kale ottapeduthuka.,Negative
Vargeeya visham chenthunna iyaleyokke nerathe poonjarile janangal manassilakkiyittundavum,Neutral
Vargeeya visham ivane aadyam kollanam 🤬🤬😡😡,Negative
"Vargeeyatha niranja vakkukal, janagal sahodaryathil jeevikumbol aanu samadanam undavuka, samadanam illenkil jeevitham thanne arthamillathayi pokum 👍🏻",Neutral
"Vargeeyatha parayathey bro , erattupetta muslim sahodharangal ningalku vote cheyyathathukondu inganay , ulupillatha varthamanam parayamo .keralathil yellavarum onnanu. Partykaray aanu viswasikyan kollathathu. Janangalay pattikunnavanmar .( all party )",Neutral
Vargeeyatha thalakk pidich praanth keriyaa ingane oru manshyan... Manushyan nn parayan pattuooo... Valye nedhavann paranj nadanna mathram madhiyo oru public platform il vann ingane okke vilich parayan mathram nilavaram illatha oru aaal🥴enthinann ingane koree nedhakkal,Negative
Vargeeyatha undakkan ivanepole thandhayillatha kure ennam mathiii 🖕🏼🖕🏼🖕🏼,Negative
Vargeeyatha vilammbunna pc.... Ithinotu aruthi illeaa.... Kashtam thannnea....,Negative
Vargeeyavathi ivanayokke partiyil nirtharuth,Neutral
Varggiya vaathi chettaaaa.,Negative
"Vargheeyada...,..",Negative
Vargiya visha paamban iyal,Negative
Vargiyatha parayunnavarea naadukadathukaaa.kashttam,Negative
Vargiyatha pc 🤬🤬🤬🤬🤬,Negative
Varum oru vanam Ann pc,Negative
Varunnudee Lulu mall malappurathum iyal evidenn varunnu,Neutral
Vattaano iyalkku,Negative
Vatttaaaanalleaaa 🤑,Negative
Vayasayalum budhi illatha George,Negative
Vazha vecha mathiyarunnu.. 😅,Neutral
Vazhill kure pattikal kurakkum ennum vachu ella pattikaleyum kallariyan ninnal nammude kaiyil vedanikkum ......keralathile janagalk ariyam enthu cheyyanam enthu cheyyanda ennu...,Neutral
Vechittu podaaa mairu.,Negative
Vedala myran pc ithum parayum ithinappuravum malaran,Negative
Veetil oru paniyumillathe choritumkutthi irikkumbol ingane paladum thonum ended gorge myre,Negative
Veliv illatha masura.......,Negative
Vellam kitaathe chakatada,Negative
Vellem vellem itt eranghiyrikkaaan patti,Negative
Vendavar poyaal mathiyalllo maalil. Aaaareyum nirbhandhikunnilla. Allenkilum saadhanam purchase cheyaaan mallil pokanam ennundo,Neutral
Verude cash kodukkukayalllelooo. Nakkkkan. Ulllad. Vangikkumboyallle. Cash kodukkand. Nakkkiyeee,Negative
Verudhe thanthaye parayipikanayi oru paazhjanmam,Negative
verum chetta varthanam,Negative
Verum oola,Negative
Verum oooombanan pc,Negative
Verum patti pooran,Negative
Verum puchham ingane ullorod,Negative
Verum theeettam aanalloda P C nayinte moone.,Negative
Verum💩,Negative
Veruppinte politics- PC,Negative
Veruppum vidveshavum ahangaravum alpatharam vivaramillaymayude aalroopam.. Peru pc George.,Negative
Verute ala thotu poye,Neutral
Veruthayalla avde seat kittathathu,Neutral
Very good.. EVENE ARU MIND CHEYYUM... MIREN...,Negative
vesha patti 😠🖕🏼,Negative
Vesham vargeeyatha vesham,Negative
Vettavelion,Negative
Vevaram venam,Neutral
Viddi,Negative
Visha janthu 🤑🤑🤑🤑,Negative
"Visha jenthu, onthaanennu parayoola, entha cheyya",Negative
Visha vithu,Negative
Vishakala poyi PC vannu,Negative
Visham,Negative
Visham avidey nikkattu. Chodichathinu marupadi kodukku. Allathe visham kasham ennu paranjittu karyamilla.,Neutral
Visham cheetanum Kure per...,Neutral
Visham cheettunnavar vargeeyatha parayunnavar ella mathatthilum und . Nashippikkuka aanengil ellavareyum nashippikkuka athil iratta thapp paadilla.,Neutral
Visham chittiyo 😹😹🤌🏻,Neutral
Visham George. Colony vaanm,Negative
"Visham george... Ninakk vendath adikaram , adinu nammal hindukkale ni karuvakenda. Hinduvum musalmanum ivide orumichu thanne nikkum",Neutral
Visham kallaki george,Negative
Visham thooori thuppaanallaa,Negative
Visham thuppuna eeh naaku kondum vaa kondumano iyal food kazhikunath,Neutral
Visham thuppunna manushayan paranari,Negative
Visham thuppunna myran,Negative
Visham vamikkunna vakkukal keralathinu nanakkedu,Negative
Vithu gunam pathu gunam...iyalde alle Makan?,Neutral
Vivara Doshi...Yusuf aliyude gulf shoppil muslingal alle kayarunne 100 oolam shoppil aake atra shop und india yil Evante vaayil eeyam urukki ozhikkanam,Negative
Vivaradhoshi..... Vivarakked thudarkkadayakkunnu,Negative
Vivarakked oru kuttamalla,Neutral
Vivarakkedinte mattoru mukham pc...parisuddamaya kshethrathe kurichu samsarikkan thanikku yogyathiyillado 👎👎👎👎👎👎👎👎👎👎👎👎.. vargeeya visham thuppi e naadu nashippikkum,Negative
Vivaram illathath oru kuttam allallo😌,Neutral
Vivaram illayma kkum oru parithi ille !!!,Neutral
Vivaram ketta pongan,Negative
Vivaramillaayima..😒,Negative
Vivaramillatha eyale onnum parayanda,Neutral
Vivaramillathavan,Negative
Vivaramillathavane veetil iruthanam,Negative
Vivaramillayma,Negative
vivaramillayma oru thettalla🤥..Nalla budhi kodukate..,Neutral
Vivaramkettavan,Negative
Viverakeedu parayada my mama,Neutral
yeda pottaaa.... yousuf ali muslim raajyatthil orupaad mall thodangi nindeyokke ammaavande makkalk joliyum kodutthittund.... adh marann pottatharam koovandada pc,Negative
Yedaa theetta jeorge yosuf bhai ee randidathuk mall panithaakumeda ninakullath tharika,Negative
Yeeee marapppottta. Ne pande potttan aaan samsarikkkanum ariyatha para naaaari. Muslimimryum. Hindhukaleyum thammil theatttikkan veandi,Negative
Yeetha aa nayyinte maan,Negative
Yellaam ee potanareyaam 🤣,Neutral
Yellarum thiricharyanam binnippundaki mudhaledupp nadathugaya ivaneyokke shenikkunna aale sammadhikkanam nale mattoru vedhiyil poye ivarkittanne parayum,Neutral
Yellayidathum idaakunnund..nee vishamikanda,Neutral
Yenth thenditharamaan iyaal pareead 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️,Negative
Yentha media one full speech edathath.athil karyam ullath kond ano?😂,Neutral
"Yess enykum kooduthal snehithanmarum ayalvasikalum ellam nallavaraya haindhava suhurthkalum Christian suhurthkalum aanu, nammude kaychapadu poleyunddavum nammodulla ishttam ellavarkum",Positive
Yetha eey myran#%🥶😡,Negative
nth pottanadooo....ayya Yusuf aliye pdichekuaaa lokamembadum business ulla ayalk ninne pole mandatharam chindikkan pattilla...malil kuduthalum anymathasthar arikkum business nadathunne...😆,Neutral
yoosafali sir oru sahodarane kodikal mudakki arabi rajaythu ninn rkshapeduthi naatil ethichu. ath madham nokiyalla kaaala kooda visham pc george. neeyoke enn nannaavum naaari,Negative
Yoosufali gulfil thudangiyadu hindukalude cashinavumle,Neutral
Yoosufalide maaulukalil hindukkal joli edukkunnund para naari,Negative
Youaf aliya engana okkay parayum paksha ayala kanumboo.. anna oru golden visa 😂,Neutral
Yousafali indiayile valiya panakaranonnum alla ariyumo,Neutral
Yousafali kanunnundo? Aavo,Neutral
Yousafali saudiyilum qatarilum okke Lulu undakiyirikunnath Hindukkalk vendeetavum lee…Kashtam..Malappurath mathramo muslims ullath? Kochiyile luluvil poyi noku..Muslims vararee ille? Parayunnathinu logic onnum vende?,Neutral
YOUSAFALI SIRINTE JETTYDE VILA POLUM ELATHA CHETA,Negative
"Yousafil sarinnu kooduthalum bussines ulladhu muslim rashtrangalilaanu, iyaalu pottanaaano",Negative
Yousef ali ikkayaa parayan ninke endh yogiytha ind da pc geroge monaa,Neutral
"Yousef ali muslim rajyangalil aanuhe kooduthal mall ittirikunathu🤫🤫🤫, visham thupparathu",Neutral
Yousif ali gulfil malo?,Neutral
Yousuf ali adyam mallukal undakiyath muzhuvan muslingalude idayil thanneyado.....ipo adhehathinte nattilum undakatte ennu karuthi keralayhilum thudangunnu oronnayit...,Positive
Yousuf ali de mall il joli cheyyunna ella hindukalum pirinju pokanam .. ningalk PC sir joli tharunnathaarikkum.,Neutral
Yousuf ali ellaa sangikaleyum Joliyil ninn pirichu vedanam,Neutral
Yousuf ali enna aa nalla manushyane patty parayan iyalkenda avasakasam...enna oola tharama iyal parayunnad...ee vargheeyatha srishtichit iyalk endu kittana...,Negative
Yousuf ali ennado potta keralathil shop idan thudangitu athinu munne arabi nattil alle shop ittathu avade hindhukkalde cash vangiyedukkanao Yousuf ali business munnotu kondupoye immathiru kazutha,Negative
Yousuf ali keralathil mall indakiyath arabi rajyam athava muslim rajyathinte panam upayokichann vargeeya george e,Neutral
Yousuf ali muslingale mathram aano sahayikunath ??,Neutral
Yousuf ali siree okke inganne okkeee parayooo....ayalkku ingane parayan thonniyallo......😥. Nallathu chithalum inganne okke kelkkanam,Neutral
Yousuf aliyude myrin polum vendatha paranariyan ee chaliyil kutthiya vadibole oro kathinum anghotum inghotum adi kalikkunna pc george e myran bjp ticket venamenghil chodich vanghikkude,Negative
Yousuf aliyude per parayan yogyatha tanik undodoo ..vargeeya shavame…,Negative
Yusaf ali kazhivu kond aanu valarnnadhu.adhil asuya pettite valla karyam undo.ayal evide business thudaganam ayalude ishttam aanu.jadhiyum madhavum undakan nadakunnu vivaram vende,Neutral
Yusaf ali sirne kurich enthinadooo oolee i ngane chelakkanath aal ollond ethra perkk job kitti ariyooo aalu oru aaludeem matham nokkatha aal aan enthin nammade kerala thinte indiayude oru certain % income pullivazi kittunnatha vesham thuppalee pc 😡,Negative
Yusaf alikkuuu rent mathrame alleee kittuluuuu …,Neutral
"Yusaf aliyik nere Patti kurachal adhathinte stapanam thakarilla aayra kanakinnu amusingal adhathinte sthapanathl Joli cheydhu varunnu adheham engilathe aalalennu chila narikalk ariyilla ,",Neutral
Yusaf aliyude mallukalil ninn sambalam patty annamunnunnavar chilappol kooduthal hindu sahodarangalayirikkum.. Athu muttikkano...,Neutral
Yusaf sirinte keezhil kodumbam pottunna oru hindu sahodharanmaar undado ... PC,neutral
